rendering_npi,provider_name,provider_state,provider_city,provider_type,scored_lines,distinct_hcpcs_codes,total_services,estimated_medicare_payment,mean_audit_priority_score,max_audit_priority_score,top_decile_lines,high_charge_ratio_flags,high_service_intensity_flags,rapid_growth_flags
1528062221,"Mitra, Raman",IN,South Bend,Clinical Cardiac Electrophysiology,6,6,824.0,46274.060000629,69.32740481416899,92.71305285868391,3,6,1,1
1164780276,"Djuric, Corinne",IN,Wheatfield,Nurse Practitioner,3,3,1189.0,60700.25000037,87.70255827539978,92.13221601489758,3,3,1,2
1497998520,"Vasudevamurthy, Ashwin",IN,Indianapolis,Medical Oncology,8,6,1232.0,97685.339999876,66.96072685557876,91.79458917835672,3,5,1,0
1255343521,"Kleinman, Marlon",IL,Morton Grove,Hematology-Oncology,3,3,921.0,100126.92999901599,83.87294878629535,91.2829007914596,3,3,1,2
1568605806,"Moten, Hadi",IL,Elgin,Pain Management,5,4,535.0,49370.629999894,68.40563935375263,91.24992638831634,3,5,1,1
1376524470,"Sipes Saathoff, Mary",IL,Springfield,Podiatry,6,5,1107.0,73116.39000007199,59.537793492462264,91.17976812332782,3,6,2,0
1821522871,"Kennedy, Kathleen",IL,Maywood,Hematology-Oncology,3,3,452.0,43499.769999113,79.9355461899706,91.15571776155718,3,0,2,2
1710905906,"Gillison, Timothy",IL,Springfield,Hematology-Oncology,4,4,1296.0,115511.42999907,75.15320860078535,91.04734703492139,3,4,1,0
1770894354,"Zhang, Deng",IN,Indianapolis,Medical Oncology,8,5,1451.0,122038.590000613,64.50919800882669,90.98673300165837,3,4,2,0
1609039148,"Komiya, Takefumi",IN,Fort Wayne,Hematology-Oncology,3,3,388.0,28385.750000187,84.2945385480058,90.66838995568685,3,3,2,1
1669777074,"Wan, Alan",IL,Mchenry,Hematology-Oncology,5,5,1966.0,220504.540001882,65.36258896373033,90.51076753175042,3,0,2,1
1467424531,"Cole, Jill",IN,Indianapolis,Medical Oncology,3,3,938.0,67532.269998978,75.84477224487672,90.27729636048527,3,0,1,1
1124036769,"Raiker, Krishnakant",IN,Munster,Cardiology,7,6,2217.0,131387.3200003734,59.489119945616764,90.09869739478957,3,0,3,4
1558384305,"Monteverde, John",IL,Chicago,Interventional Cardiology,3,3,977.0,56972.760000203,88.15447800338119,90.05711775043937,3,2,3,0
1114046455,"Nuthakki, Prasanth",IN,Munster,Physical Medicine and Rehabilitation,6,3,1023.0,83825.950000532,65.57259005232827,89.7134268537074,3,6,1,0
1811174691,"Plummer, Malgorzata",IL,Oak Lawn,Internal Medicine,5,5,547.0,34501.760000013994,72.63192228132012,89.63954002653692,3,5,1,0
1972580843,"Clark, Joseph",IL,Maywood,Hematology-Oncology,4,4,792.0,46572.110000058,65.44933960434793,89.13533834586467,3,0,2,1
1558657346,"Patel, Sheel",IN,Portage,Pain Management,6,4,997.0,73062.02000009001,59.1952016706716,89.09519038076152,3,3,2,0
1316054208,"Grandfield, Christopher",IN,La Porte,Podiatry,3,2,756.0,49607.239999877,80.32238682946547,88.86709367493995,3,0,2,3
1679550842,"Albain, Kathy",IL,Maywood,Hematology-Oncology,3,3,462.0,46676.140001334,79.98365676327047,88.63746958637469,3,0,3,1
1548791437,"Villamar, Dario",IL,New Lenox,Hematology-Oncology,4,4,535.0,40130.140000034,72.29395596582845,88.56810552970968,3,3,1,2
1629497557,"Yu, Mingxi",IL,Maywood,Cardiology,4,2,335.0,36354.869999552,76.52959815680342,87.67335766423358,3,2,2,4
1689672933,"Nair, Sunitha",IL,Peoria,Internal Medicine,5,5,1158.0,72059.239999984,69.04182302334958,87.67138434321096,3,0,2,3
1093722365,"Brink, Dale",IL,South Holland,Podiatry,5,3,817.0,49237.580000171,68.2965939511598,87.38151356860747,3,2,2,0
1619250461,"Patel, Malini",IL,Maywood,Hematology-Oncology,4,4,487.0,51462.890000431995,70.66534144997703,87.24633413815441,3,4,1,1
1871974709,"Patel, Shyam",IN,Whiting,Family Practice,4,4,451.0,33914.6300002,69.67424808157423,87.1377755511022,3,3,3,0
1639181084,"Kaplan, Edward",IL,Morton Grove,Medical Oncology,4,4,1092.0,119928.03000174201,70.71568171449084,87.00164890171368,3,3,0,1
1437509072,"Nguyen, Ryan",IL,Chicago,Hematology-Oncology,3,3,188.0,16363.550000126,79.16432946711059,86.89083232810616,3,3,2,1
1245209246,"Du, Cheng",IN,Crown Point,Neurology,6,3,694.0,62017.399999887,60.79547417839893,86.77404809619239,3,3,1,2
1508127663,"Clemency, Robert",IN,Schererville,Podiatry,8,4,904.0,65334.460000127,65.63325101027857,86.72253258845437,3,0,2,2
1518021773,"Mirza, Zulfiqar",IN,Lebanon,Cardiology,6,5,9011.0,530505.6100014572,55.06152351176345,86.66000998502247,3,1,2,2
1972706604,"Sreenivasappa, Shylendra",IL,Rockford,Medical Oncology,5,5,1088.0,81181.48999953401,65.76262996267432,86.52141133896261,3,0,1,1
1437196904,"Gaiha, Vishnu",IL,Evanston,Cardiology,5,5,1487.0,91909.02000019299,66.04499311236012,86.33567662565905,3,0,3,0
1417498858,"Doermann, Alex",IN,Indianapolis,Orthopedic Surgery,5,5,315.0,29236.849999968003,68.25895442381079,86.21096877502002,3,5,1,1
1487912044,"Shah, Shailja",IN,Terre Haute,Hematology-Oncology,3,3,232.0,15687.939999956001,81.01776647400364,86.14475627769572,3,3,2,0
1306899570,"Khosla, Krishdeep",IL,Oakbrook Terrace,Internal Medicine,3,3,1573.0,106368.040000006,77.58935769181812,86.12468513853904,3,0,3,1
1447439062,"Sabir, Galina",IL,Chicago,Cardiology,4,4,4142.0,188895.510001204,59.839886432975526,86.05887521968366,3,0,3,0
1316470602,"Lulla, Sanya",IL,Downers Grove,Podiatry,5,5,659.0,52645.569999783,67.70979773424388,85.97496496368964,3,2,1,0
1710900907,"Tsinman, Michael",IL,Wheeling,Internal Medicine,6,6,6464.0,357321.299999938,68.9348811282848,85.88687356457217,3,0,2,1
1770986721,"Smith, Shannon",IN,Noblesville,Nurse Practitioner,4,4,1490.0,77071.549999941,70.15532124889923,85.83333333333334,3,2,2,0
1659564938,"Ma, Shuo",IL,Chicago,Hematology,4,4,1328.0,129067.299999613,68.81303630627309,85.80802503221057,3,0,3,1
1902833999,"Korkmaz, Mete",IL,Rockford,Medical Oncology,4,4,1564.0,97906.45999989599,73.79445398733878,85.78558504221954,3,1,1,1
1194052829,"Khan, Raffay",IL,Schaumburg,Clinical Cardiac Electrophysiology,5,5,896.0,79273.579998704,62.9484414814046,85.75004601509295,3,1,1,1
1861856379,"Delahunta, Daniel",IL,Chicago,Colorectal Surgery (Proctology),3,3,440.0,27953.759999980997,82.08165574822705,85.72166246851384,3,3,2,1
1174821177,"Rashid, Yameen",IN,Munster,Hematology-Oncology,6,5,1882.0,166788.590001109,57.205687901407316,85.71517412935324,3,0,1,0
1033119417,"Kim, Sang",IN,Indianapolis,Ophthalmology,3,3,2174.0,158028.62000025698,75.36902980041441,85.60998799039231,3,1,1,0
1932208063,"Kassar, Amer",IL,Dekalb,Internal Medicine,6,6,2799.0,243068.30999852,65.33085242297172,85.3975704030922,3,0,1,0
1790718617,"Mehta, Jayesh",IL,Chicago,Hematology,4,4,4660.0,607379.89000273,71.5300128387161,85.27056874654886,3,0,2,0
1245231570,"Mirza, Wajahat",IL,Grayslake,Cardiology,4,4,4287.0,276558.02000098204,73.87247649971052,84.99340949033392,3,0,1,0
1528294998,"Ramadas, Gowri",IN,Dyer,Hematology-Oncology,3,3,1560.0,130257.429999467,78.50973812624157,84.89635157545605,3,0,2,1
1487990230,"Adley, Jacquelyn",IN,Munster,Nurse Practitioner,4,4,459.0,30800.809999838,70.79398650973341,84.77281825460369,3,4,2,1
1649446444,"Khan, Rashid",IN,Mishawaka,Medical Oncology,5,5,2021.0,167401.350000496,66.29750487721357,84.6312625250501,3,1,1,0
1558477661,"Khilfeh, Hamdi",IL,Evergreen Park,Internal Medicine,6,6,2686.0,199783.25999962998,61.41368260802371,84.59571788413098,3,0,3,1
1902916109,"Raghavendra, Meghana",IN,Indianapolis,Hematology-Oncology,7,4,1207.0,88776.080000428,67.0422885023438,84.58405545927211,3,0,2,2
1609945195,"Heroux, Alain",IL,Maywood,Advanced Heart Failure and Transplant Cardiology,5,3,781.0,65677.680000473,63.50890973971858,84.23250904704464,3,2,3,0
1326146580,"Sivamohan, Dhamayanthi",IN,Scottsburg,Family Practice,3,3,1688.0,141851.91,78.86907158115584,84.14331465172138,3,0,3,1
1699708636,"Lucietto-Sieradzki, Therese",IL,Belvidere,Family Practice,3,3,263.0,22358.209999943,75.1065372507115,84.00800895118073,3,3,2,0
1750709523,"Rutledge, Joseph",IN,Lafayette,Anesthesiology,3,3,873.0,75504.030000112,77.67192339656434,83.97194388777555,3,3,0,1
1649495854,"Tandra, Anand",IN,Indianapolis,Hematopoietic Cell Transplantation and Cellular Therapy,4,4,615.0,44257.760000117996,68.1300606678062,83.82149046793761,3,0,2,1
1598926107,"Chae, Young Kwang",IL,Chicago,Hematology-Oncology,3,2,822.0,100616.94999903001,80.04128512175467,83.79900607399227,3,0,3,0
1447203153,"Joshi, Jay",IL,Deer Park,Anesthesiology,3,3,292.0,22013.360000312,82.52677644534144,83.76219399963188,3,3,3,0
1871547638,"Malik, Farah",IL,Yorkville,Internal Medicine,3,3,1093.0,55061.290000084,78.46527745945644,83.75390141923326,3,0,3,0
1073769147,"Marsiglia, Paul",IL,Arlington Heights,Anesthesiology,4,4,2292.0,226143.54000032396,72.76582571953661,83.70325658088451,3,0,1,1
1710932264,"Patel, Aasita",IL,Schaumburg,Cardiology,4,4,1121.0,80632.34999999701,69.34058566874505,83.6976620929274,3,0,2,0
1942799838,"Campbell, Mary Elizabeth",IN,Granger,Family Practice,4,4,619.0,45493.350000023,63.41106006207875,83.64979959919839,3,0,2,2
1700060613,"Harris, David",IN,Munster,Orthopedic Surgery,4,4,879.0,65354.76000006,72.97127402080922,83.61739391513211,3,2,2,1
1205896818,"Milton, Daniel",IN,Indianapolis,Hematology-Oncology,4,4,1556.0,119757.73000020601,71.13067839338393,83.60521042084167,3,3,0,0
1124097993,"Sloan, George",IN,Valparaiso,Hematology-Oncology,6,6,972.0,74399.709999911,57.73893396856733,83.56343283582089,3,0,3,1
1174522189,"Sriratana, Pramern",IL,Normal,Hematology-Oncology,5,5,3304.0,239016.679999873,67.46769060511275,83.55485542665332,3,0,2,2
1336251354,"Kumar, Pardeep",IN,Terre Haute,Internal Medicine,3,3,919.0,57860.98000008,74.79296196248255,83.50474288567149,3,0,3,0
1245288331,"Bajgrowicz, John",IL,Melrose Park,Cardiology,4,4,2140.0,162957.780000404,70.75401845615826,83.44836272040301,3,0,3,0
1538151717,"Robbins, Mario",IN,Merrillville,Psychiatry,3,3,3171.0,186213.429999407,74.16840602331513,83.22890664003995,3,0,3,1
1871571208,"Arora, Soraj",IN,Munster,Internal Medicine,4,4,667.0,49052.110000224,66.98010205639973,83.1405472636816,3,2,1,1
1336371590,"Moreira, Jonathan",IL,Chicago,Hematology-Oncology,3,3,697.0,63807.639999398,79.28782039508177,82.924719307933,3,0,3,0
1164509535,"Kio, Ebenezer",IN,Goshen,Hematology-Oncology,8,5,710.0,66273.39000047,52.463599435408526,82.92288557213931,3,1,0,0
1962490508,"Sawlani, Purshotam",IL,Chicago,Cardiology,5,5,2918.0,196481.450001279,65.89334241502871,82.7858942065491,3,1,2,1
1063691830,"Kassar, Mohamad",IN,Dyer,Hematology-Oncology,5,4,4718.0,399277.300000151,61.88248400714026,82.41583166332666,3,0,2,0
1134682818,"Nowlen, Brian",IN,Princeton,Podiatry,4,3,861.0,70530.670000491,76.46397622356086,82.4118236472946,3,0,3,2
1821058256,"Meckley, Janet",IN,Richmond,Family Practice,3,3,1155.0,74440.73999979299,74.13841507387637,82.37975951903809,3,3,0,0
1780848911,"Jones, Brittany",IL,Ottawa,Podiatry,5,3,852.0,50051.879999883,59.96825817317008,82.2954444935869,3,0,3,0
1417994013,"Gandhi, Bhavesh",IL,Joliet,Family Practice,5,5,3728.0,279765.100000766,59.20733381651163,82.28022670025189,3,0,2,1
1326053299,"Labayog, Jomel",IL,Danville,Hematology-Oncology,5,5,1307.0,88184.740000585,63.042313110150474,82.22104945717733,3,0,1,0
1689635856,"Yorulmazoglu, Erol",IL,Elk Grove Village,Hematology-Oncology,5,5,1803.0,176090.829998282,60.99861754840707,82.11117246456837,3,0,2,0
1538598180,"Kordas, Keriann",IL,Chicago,Nurse Practitioner,3,3,282.0,19370.759999976,77.5472151287185,82.08685162846804,3,0,3,0
1194849901,"Ogundipe, Olusola",IN,Valparaiso,Hematology-Oncology,5,5,1364.0,114871.74999977098,63.291291917644,82.0811623246493,3,0,3,0
1710076567,"Dy, Philip",IL,Effingham,Medical Oncology,4,4,4273.0,374925.48000003805,72.90652538749903,82.05344629889157,3,0,3,0
1780683250,"Baddi, Lisa",IL,Chicago,Hematology-Oncology,4,4,963.0,100840.490001073,63.7292653193244,81.99245352475612,3,0,3,0
1740336718,"Engel, Ryan",IL,Zion,Medical Oncology,5,5,768.0,57311.440000815004,63.840434450211646,81.91974967789433,3,1,2,0
1922000777,"Saghir, Faisal",IL,Dekalb,Hematology-Oncology,6,6,1299.0,132110.839999616,62.60427314403429,81.81575556782624,3,0,1,1
1356508915,"Shah, Neel",IN,Dyer,Hematology-Oncology,4,4,2521.0,224710.73000044702,67.32314443235157,81.79458917835672,3,0,2,0
1467552133,"O'marro, Steven",IL,Springfield,Infectious Disease,6,4,537.0,47853.160000165,59.12920871676977,81.78681999115436,3,6,2,1
1831176007,"Rodriguez, Tulio",IL,Zion,Hematology,4,4,435.0,34420.100000422004,65.75404271996547,81.66164053075995,3,3,0,1
1225428741,"Jiongco, Sandi",IL,Naperville,Nurse Practitioner,3,3,553.0,38191.15000005,76.76390556598007,81.62980981866431,3,0,2,0
1952557316,"Balek, Mark",IL,Oak Park,Cardiology,4,4,1204.0,81110.420000008,67.78638655017252,81.53377304045698,3,0,2,0
1467773036,"Tallarico, Michael",IN,Dyer,Internal Medicine,5,4,2632.0,217867.159998837,66.14826531188649,81.47394789579158,3,0,2,0
1093772378,"Weaver, Denise",IN,Hobart,Infectious Disease,4,3,548.0,38596.310000379,65.4758779918447,81.33291873963516,3,1,1,3
1669463089,"Jakacki, Peter",IN,Fort Wayne,Family Practice,3,3,644.0,59334.620000009,77.3496626200329,81.26451077943615,3,0,3,0
1891750543,"Ali, Muhammad Asad",IL,Elgin,Cardiology,6,6,2126.0,131061.54999927501,61.989345019307414,80.93133502149462,3,0,3,1
1902936578,"Divakaruni, Shashidhar",IN,Munster,Cardiology,5,4,2514.0,184103.850001082,68.71322627481635,80.91362955566652,3,0,1,1
1124138805,"Rachoy, John",IN,Munster,Podiatry,7,5,1509.0,94618.56999978599,66.13075060368085,80.89821857485988,3,0,3,0
1235184979,"Ali, Safdar",IL,Chicago,Cardiology,4,4,3060.0,189078.860005407,67.81108251593562,80.85456942003515,3,0,3,0
1619941523,"Potkul, Ronald",IL,Maywood,Gynecological Oncology,5,5,367.0,25055.649999964,64.94604320269009,80.71773220747889,3,0,2,1
1790899979,"Kirchner, Paul",IL,New Lenox,Podiatry,5,3,979.0,65109.909999917,66.59430628906651,80.68111455108358,3,1,2,0
1376571265,"Miller, Craig",IN,Plymouth,Family Practice,5,3,1038.0,71259.6499997574,62.57952832715971,80.62849162011173,3,0,1,0
1932130242,"Totten, Mark",IN,Madison,Family Practice,4,4,885.0,61228.30999989601,74.50804189481195,80.57965931863727,3,1,2,3
1568792620,"Dinner, Shira",IL,Chicago,Hematology-Oncology,3,3,361.0,31105.74000004,77.16609017876094,80.56916553795419,3,0,3,2
1811995566,"Alt, Suzanne",IL,Mount Vernon,Family Practice,3,3,914.0,82740.67999978802,76.57391160233256,80.47288145574466,3,0,3,1
1942362835,"Kurani, Prafulchandra",IL,Chicago,Internal Medicine,3,3,907.0,69717.35999992,75.9002281078349,80.28119507908612,3,1,3,0
1881656049,"Murtaza, Sajjad",IL,Chicago,Physical Medicine and Rehabilitation,5,3,498.0,42758.549999862,59.81315013529822,80.05860619187158,3,0,3,1
1760672760,"Moiz, Abdul",IN,Indianapolis,Internal Medicine,4,3,2946.0,177245.319999605,73.0004660484678,79.90768094534712,3,0,3,0
1356522460,"Thirman, Michael",IL,Chicago,Hematology-Oncology,3,3,238.0,17249.990000024,75.31129868182074,79.6049457177322,3,1,2,0
1245259274,"Shroff, Rajendra",IL,Centralia,Internal Medicine,3,3,2070.0,139430.08999988198,72.37113347075613,79.57223850171997,3,0,2,1
1316202138,"Shetty, Nikhil",IN,Munster,Physical Medicine and Rehabilitation,6,3,1250.0,98064.590000799,63.789576413833835,79.49778434268832,3,1,1,0
1427512847,"Hermida De Viveiros, Pedro",IL,Chicago,Hematology-Oncology,5,3,355.0,42032.080000092,66.59153856499061,79.419099756691,3,0,2,4
1700872033,"Arbuck, Dmitry",IN,Indianapolis,Psychiatry,5,5,1614.0,126272.40000132499,56.881657001174155,79.39262023217248,3,0,3,0
1174510523,"Eklund, John",IL,Niles,Hematology-Oncology,5,5,1094.0,97446.639999601,56.302950835494265,79.27094988516578,3,0,3,0
1508056987,"Mullangi, Praveen",IL,Springfield,Infectious Disease,6,5,587.0,44703.749999896,63.80888604482855,79.13299155609167,3,6,1,0
1265696348,"Chandra, Sunandana",IL,Chicago,Medical Oncology,4,3,532.0,57366.479998871,71.13165206357746,79.02184794770626,3,0,3,0
1720070386,"Saba, Hanna",IL,Effingham,Hematology-Oncology,4,4,2367.0,240827.239999095,70.57397651170464,78.84133995950671,3,0,2,1
1326579046,"Amari Chinchilla, Kana",IL,Chicago,Nephrology,4,3,319.0,22218.530000139,64.78003192195024,78.70174909529554,3,4,0,3
1073503207,"Koj, Imad",IN,Terre Haute,Internal Medicine,5,5,1314.0,92960.889999823,53.76042738150825,78.69689378757516,3,0,3,0
1952780637,"Puthawala, Imran",IL,Maywood,Hematology-Oncology,4,4,248.0,18663.410000009,69.64354666177948,78.69571773220748,3,0,3,0
1700808763,"Vajaranant, Thasarat",IL,Chicago,Ophthalmology,3,2,585.0,32977.090000174,72.9235101106375,78.69526758071649,3,3,1,0
1073682910,"Bisla, Virendra",IL,Chicago,Internal Medicine,3,3,801.0,33050.049999991,74.44379343730826,78.60940246045693,3,0,3,0
1720664048,"Ealy, Robert",IN,Brazil,Nurse Practitioner,5,3,892.0,47832.009999959,66.38814483540916,78.59987990392312,3,1,1,2
1770797466,"Elbash, Ahmad",IN,Richmond,Interventional Cardiology,5,4,859.0,63035.880000615005,64.66456883718118,78.59867330016584,3,5,0,2
1265751127,"Ghannad, Leda",IN,Munster,Sports Medicine,4,4,1146.0,101450.109999406,70.18410523967502,78.50951903807616,3,2,0,2
1598767139,"Ginzburg, Leonard",IL,Round Lake Beach,Internal Medicine,4,4,1394.0,126551.679999164,72.41533571860612,78.05517931806136,3,0,3,1
1578608949,"Vaselopulos, Peter",IL,Evanston,Urology,5,5,2577.0,205853.59000002203,67.16070663846456,78.01837347623815,3,1,1,1
1023075777,"Kora, Vidya",IN,Michigan City,Internal Medicine,5,5,1482.0,96987.85000005299,59.64266745008403,78.00840672538031,3,0,1,1
1083812465,"Shanchuk, Yelena",IL,Hoffman Estates,Internal Medicine,4,4,942.0,75334.870000444,69.43294792537186,77.63791565804561,3,0,2,1
1043217078,"Romberg, Michael",IL,Harvey,General Surgery,5,4,2287.0,171949.280001205,66.43410113406449,77.27195100406335,3,0,3,0
1558355255,"Jajeh, Fahd",IL,Libertyville,Cardiology,6,5,3420.0,213226.599998832,62.1136509815726,77.21001757469244,3,0,1,0
1649257650,"Barai, Bharat",IN,Merrillville,Hematology-Oncology,4,3,1958.0,118976.809999948,69.95357075492032,77.19739292364991,3,0,3,0
1336204031,"Lin, Andy",IL,Harvey,Clinical Cardiac Electrophysiology,5,5,3014.0,229791.780002091,61.10245773119151,77.13093145869948,3,0,3,0
1942394499,"Kingra, Satwant",IL,Evergreen Park,Internal Medicine,4,4,1556.0,111434.410000026,68.90493790309962,77.11683016944833,3,0,3,0
1316153034,"Zhao, Yujie",IL,Urbana,Hematology-Oncology,5,5,453.0,45591.050000327996,66.74102604859782,77.0568746548868,3,5,0,1
1952716789,"Amro, Ahmed",IN,Richmond,Interventional Cardiology,5,5,941.0,63295.540000400004,67.95167991418741,77.0334412081985,3,4,0,2
1588625875,"Priest, Edwin",IL,Elk Grove Village,Hematology-Oncology,5,5,823.0,75380.540000292,60.723223385873084,76.981409902448,3,0,2,0
1730320235,"Rojas, Benjamin",IL,Libertyville,Cardiology,6,4,2641.0,175471.03000111599,55.8144432375085,76.94200351493849,3,0,1,0
1780015255,"Li, Jinpu",IL,Chicago,Physical Medicine and Rehabilitation,4,4,363.0,37398.089999719,67.1347853941692,76.82474226804125,3,4,0,3
1619983061,"Narcisi, Frank",IL,Olympia Fields,Podiatry,5,3,833.0,47496.169999907,60.82760205475536,76.82220256523661,3,0,3,0
1871821629,"Kratzer, Shannon",IN,Newburgh,Nurse Practitioner,4,4,517.0,32352.4500004156,69.79241334377113,76.63142620232173,3,1,3,0
1194042242,"Shah, Subir",IL,Maywood,Cardiology,5,4,868.0,63141.669999964,57.2445423815632,76.58172496984318,3,1,0,0
1093900771,"Bansal-Kapuria, Vijayta",IL,Libertyville,Psychiatry,6,6,2466.0,207305.5999991958,59.016961247999774,76.5788233908486,3,1,0,1
1417909458,"Trommler, Lloyd",IN,Jeffersonville,Internal Medicine,4,4,1207.0,84139.250000005,65.76975640828492,76.56640039940089,3,1,1,0
1275679755,"Kholoki, Mohamed",IL,Lagrange Park,Internal Medicine,5,5,2332.0,177555.869999866,63.41871087726253,76.55274557268442,3,0,3,0
1346276656,"Zinger, Eduard",IL,Lincolnwood,Internal Medicine,5,5,2079.0,156076.259999226,68.78629669411566,76.48490253535482,3,0,3,3
