user_id,place_id,rating,food_rating,service_rating,high_rating,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,age,age_group,bmi,bmi_group,segment,segment_label,name,city,state,alcohol,alcohol_clean,smoking_area,dress_code,accessibility,price,price_value,rambience,franchise,area,other_services,concept_family,cuisine_match,payment_match,budget_value,price_at_or_below_budget,budget_price_fit
U1077,135085,2,2,2,1,22.156469,-100.98554,FALSE,social drinker,elegant,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,65,medium,1.71,25,25-34,22.229061933586404,healthy,3,S3: Tech-focused students,Tortas Locas Hipocampo,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,not permitted,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1067,135104,0,0,0,0,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,25,25-34,30.73941661933242,obese,1,S1: Quieter mixed students,vips,NA,NA,Full_Bar,Full bar,not permitted,informal,completely,medium,2,familiar,TRUE,closed,variety,Medium | price | Full bar | Familiar,1,1,2,1,matches stated budget
U1067,132560,1,0,0,0,23.752269,-99.168605,FALSE,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,25,25-34,30.73941661933242,obese,1,S1: Quieter mixed students,puesto de gorditas,victoria,tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,no_accessibility,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1103,132584,1,2,1,0,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,Gorditas Dona Tota,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1103,132732,0,0,2,0,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,Taqueria EL amigo,Cd Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,none,casual,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1103,132630,1,2,0,0,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,palomo tec,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1103,132613,2,2,2,1,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,carnitas_mata,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1103,132667,1,2,2,0,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,little pizza Emilio Portes Gil,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,TRUE,closed,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1103,135104,1,2,0,0,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,vips,NA,NA,Full_Bar,Full bar,not permitted,informal,completely,medium,2,familiar,TRUE,closed,variety,Medium | price | Full bar | Familiar,1,1,2,1,matches stated budget
U1103,132663,1,0,2,0,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,tacos abi,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1103,132733,2,2,2,1,23.752265,-99.16859,FALSE,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23,18-24,33.2409972299169,obese,1,S1: Quieter mixed students,Little Cesarz,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1107,132660,2,2,1,1,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,NA,blue,87,high,1.79,23,18-24,27.15271058955713,overweight,2,S2: Mobile social students,carnitas mata calle Emilio Portes Gil,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,3,1,below stated budget
U1107,132584,2,2,2,1,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,NA,blue,87,high,1.79,23,18-24,27.15271058955713,overweight,2,S2: Mobile social students,Gorditas Dona Tota,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,3,1,below stated budget
U1107,132733,2,2,2,1,23.742409,-99.171889,FALSE,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,NA,blue,87,high,1.79,23,18-24,27.15271058955713,overweight,2,S2: Mobile social students,Little Cesarz,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,0,1,3,1,below stated budget
U1044,135088,2,2,2,1,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,43,35-44,28.40054796351365,overweight,2,S2: Mobile social students,Cafeteria cenidet,Cuernavaca,Morelos,No_Alcohol_Served,No alcohol,not permitted,informal,no_accessibility,low,1,quiet,FALSE,closed,none,Low | price | No alcohol | Quiet,0,1,2,1,below stated budget
U1044,132583,1,2,1,0,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,43,35-44,28.40054796351365,overweight,2,S2: Mobile social students,McDonalds Centro,Cuernavaca,Morelos,No_Alcohol_Served,No alcohol,not permitted,informal,partially,low,1,familiar,TRUE,closed,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1070,132608,2,2,1,1,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,21,18-24,18.359374999999996,underweight,3,S3: Tech-focused students,Hamburguesas La perica,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,low,1,quiet,TRUE,open,none,Low | price | No alcohol | Quiet,1,1,1,1,matches stated budget
U1070,132609,1,1,1,0,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,21,18-24,18.359374999999996,underweight,3,S3: Tech-focused students,Pollo_Frito_Buenos_Aires,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,not permitted,informal,completely,low,1,quiet,TRUE,closed,none,Low | price | No alcohol | Quiet,0,1,1,1,matches stated budget
U1070,132613,1,1,0,0,23.753237,-99.166868,FALSE,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,21,18-24,18.359374999999996,underweight,3,S3: Tech-focused students,carnitas_mata,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,1,0,above stated budget
U1031,132663,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,NA,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,20,18-24,15.624999999999996,underweight,1,S1: Quieter mixed students,tacos abi,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1031,132665,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,NA,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,20,18-24,15.624999999999996,underweight,1,S1: Quieter mixed students,TACOS CORRECAMINOS,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1031,132668,0,0,0,0,23.735698,-99.159851,FALSE,abstemious,informal,solitary,NA,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,20,18-24,15.624999999999996,underweight,1,S1: Quieter mixed students,TACOS EL GUERO,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1082,132630,1,1,1,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,palomo tec,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1023,132715,0,0,0,0,23.752943,-99.166589,FALSE,casual drinker,informal,friends,car owner,single,independent,1988,none,hard-worker,Catholic,student,blue,103,low,1.79,24,18-24,32.14631253706189,obese,2,S2: Mobile social students,tacos de la estacion,NA,NA,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,low,1,quiet,FALSE,open,none,Low | price | No alcohol | Quiet,1,1,1,1,matches stated budget
U1023,132717,0,0,0,0,23.752943,-99.166589,FALSE,casual drinker,informal,friends,car owner,single,independent,1988,none,hard-worker,Catholic,student,blue,103,low,1.79,24,18-24,32.14631253706189,obese,2,S2: Mobile social students,tortas hawai,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,partially,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,1,0,above stated budget
U1082,132613,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,carnitas_mata,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1082,132594,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,tacos de barbacoa enfrente del Tec,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1082,132608,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,Hamburguesas La perica,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,low,1,quiet,TRUE,open,none,Low | price | No alcohol | Quiet,1,1,2,1,below stated budget
U1082,132609,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,Pollo_Frito_Buenos_Aires,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,not permitted,informal,completely,low,1,quiet,TRUE,closed,none,Low | price | No alcohol | Quiet,0,1,2,1,below stated budget
U1082,132663,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,tacos abi,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,1,0,2,1,below stated budget
U1082,132560,0,0,0,0,23.753061,-99.166095,TRUE,abstemious,informal,friends,public,single,NA,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23,18-24,22.058051188683873,healthy,2,S2: Mobile social students,puesto de gorditas,victoria,tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,no_accessibility,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1060,132564,2,2,2,1,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,21,18-24,24.22022684310019,healthy,3,S3: Tech-focused students,churchs,NA,NA,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1060,132717,2,2,2,1,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,21,18-24,24.22022684310019,healthy,3,S3: Tech-focused students,tortas hawai,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,partially,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1060,132733,2,1,2,1,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,21,18-24,24.22022684310019,healthy,3,S3: Tech-focused students,Little Cesarz,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1060,132740,1,2,1,0,23.715238,-99.158864,FALSE,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,21,18-24,24.22022684310019,healthy,3,S3: Tech-focused students,Carreton de Flautas y Migadas,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1015,135071,0,0,0,0,22.12676,-100.905209,TRUE,social drinker,informal,family,public,single,independent,1989,technology,thrifty-protector,Catholic,student,black,87,medium,1.67,23,18-24,31.1950948402596,obese,3,S3: Tech-focused students,Restaurante la Cantina,San Luis Potosi,SLP,Full_Bar,Full bar,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Full bar | Familiar,0,1,2,1,matches stated budget
U1123,132733,1,2,1,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,Little Cesarz,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1123,132608,1,2,1,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,Hamburguesas La perica,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,low,1,quiet,TRUE,open,none,Low | price | No alcohol | Quiet,1,1,2,1,below stated budget
U1123,135104,2,2,2,1,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,vips,NA,NA,Full_Bar,Full bar,not permitted,informal,completely,medium,2,familiar,TRUE,closed,variety,Medium | price | Full bar | Familiar,1,1,2,1,matches stated budget
U1123,132584,1,2,0,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,Gorditas Dona Tota,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1123,132667,1,2,1,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,little pizza Emilio Portes Gil,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,TRUE,closed,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1123,132740,1,1,1,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,Carreton de Flautas y Migadas,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1123,132613,1,2,1,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,carnitas_mata,victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1123,132594,1,1,1,0,23.753112,-99.168567,FALSE,abstemious,informal,family,NA,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,25,25-34,35.91836734693877,obese,1,S1: Quieter mixed students,tacos de barbacoa enfrente del Tec,NA,NA,No_Alcohol_Served,No alcohol,not permitted,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1021,132740,2,2,1,1,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,28,25-34,41.152263374485585,obese,2,S2: Mobile social students,Carreton de Flautas y Migadas,Ciudad Victoria,Tamaulipas,No_Alcohol_Served,No alcohol,permitted,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1026,132626,2,2,2,1,23.733,-99.133,FALSE,abstemious,formal,family,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,red,49,medium,1.55,23,18-24,20.39542143600416,healthy,3,S3: Tech-focused students,la perica hamburguesa,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,medium,2,familiar,TRUE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1021,132668,2,2,2,1,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,28,25-34,41.152263374485585,obese,2,S2: Mobile social students,TACOS EL GUERO,victoria,tamaulipas,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1021,132715,2,2,1,1,23.730569,-99.171883,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,28,25-34,41.152263374485585,obese,2,S2: Mobile social students,tacos de la estacion,NA,NA,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,low,1,quiet,FALSE,open,none,Low | price | No alcohol | Quiet,0,1,2,1,below stated budget
U1044,134987,0,0,0,0,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,43,35-44,28.40054796351365,overweight,2,S2: Mobile social students,Chilis Cuernavaca,Cuernavaca,Morelos,Wine-Beer,Wine or beer,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,1,2,1,matches stated budget
U1083,135034,2,2,2,1,22.13392,-101.028373,FALSE,abstemious,NA,NA,NA,NA,NA,1981,none,hard-worker,none,NA,yellow,40,NA,1.6,31,25-34,15.624999999999996,underweight,1,S1: Quieter mixed students,Michiko Restaurant Japones,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,NA,NA,NA
U1083,132723,1,1,1,0,22.13392,-101.028373,FALSE,abstemious,NA,NA,NA,NA,NA,1981,none,hard-worker,none,NA,yellow,40,NA,1.6,31,25-34,15.624999999999996,underweight,1,S1: Quieter mixed students,Gordas de morales,NA,San Luis Potosi,Full_Bar,Full bar,section,informal,completely,medium,2,familiar,FALSE,closed,none,Medium | price | Full bar | Familiar,1,1,NA,NA,NA
